answer,meme1,meme2,meme3,narrative,setting,source
https://memett-original.s3.amazonaws.com/img_5595.png,https://memett-original.s3.amazonaws.com/img_5595.png,https://memett-original.s3.amazonaws.com/img_5162.png,https://memett-original.s3.amazonaws.com/img_5179.png,The meme(s) view Singapore-Malaysia chicken rice rivalry with a neutral sentiment because its/his/her/their culinary rivalry is/are seen as comically exaggerated yet central.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6907.png,https://memett-original.s3.amazonaws.com/img_6907.png,https://memett-original.s3.amazonaws.com/img_5356.png,https://memett-original.s3.amazonaws.com/img_5607.png,The meme(s) view British colonial legacy in Singapore with a negative sentiment because its/his/her/their colonial narrative is/are seen as exploitative and illegitimate.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5112.png,https://memett-original.s3.amazonaws.com/img_5241.png,https://memett-original.s3.amazonaws.com/img_5236.png,https://memett-original.s3.amazonaws.com/img_5112.png,The meme(s) view Singapore's chicken supply chain disruptions and border-related poultry deaths with a negative sentiment because its/his/her/their poultry supply chain crisis is/are seen as severely compromised.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5927.png,https://memett-original.s3.amazonaws.com/img_4121.png,https://memett-original.s3.amazonaws.com/img_4967.png,https://memett-original.s3.amazonaws.com/img_5927.png,The meme(s) view Central Provident Fund (CPF) system with a negative sentiment because its/his/her/their withdrawal processes is/are seen as overly restrictive and involuntary.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6065.png,https://memett-original.s3.amazonaws.com/img_6847.png,https://memett-original.s3.amazonaws.com/img_6065.png,https://memett-original.s3.amazonaws.com/img_6857.png,The meme(s) view SMRT's MRT services with a negative sentiment because its/his/her/their service performance is/are seen as unreliable.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6404.png,https://memett-original.s3.amazonaws.com/img_6404.png,https://memett-original.s3.amazonaws.com/img_6443.png,https://memett-original.s3.amazonaws.com/img_6233.png,The meme(s) view ITE students with a negative sentiment because its/his/her/their Behavior and Literacy Skills is/are seen as deficient and stereotypically prone to unprovoked violence.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4609.png,https://memett-original.s3.amazonaws.com/img_5991.png,https://memett-original.s3.amazonaws.com/img_4609.png,https://memett-original.s3.amazonaws.com/img_6296.png,The meme(s) view professional roles and practices with a negative sentiment because its/his/her/their high-pressure professional demands is/are seen as relentlessly overwhelming.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5794.png,https://memett-original.s3.amazonaws.com/img_4604.png,https://memett-original.s3.amazonaws.com/img_6474.png,https://memett-original.s3.amazonaws.com/img_5794.png,The meme(s) view salary disparities in Singapore with a negative sentiment because its/his/her/their intergroup salary disparities is/are seen as excessively large and unfair.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4216.png,https://memett-original.s3.amazonaws.com/img_4301.png,https://memett-original.s3.amazonaws.com/img_4216.png,https://memett-original.s3.amazonaws.com/img_4298.png,The meme(s) view NSF personnel and operations with a negative sentiment because its/his/her/their operational philosophy is/are seen as haphazard and cynically dismissive.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4462.png,https://memett-original.s3.amazonaws.com/img_5543.png,https://memett-original.s3.amazonaws.com/img_4462.png,https://memett-original.s3.amazonaws.com/img_6073.png,The meme(s) view Singaporean durian trade with a neutral sentiment because its/his/her/their intensity is/are seen as exaggeratedly intense.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4434.png,https://memett-original.s3.amazonaws.com/img_4434.png,https://memett-original.s3.amazonaws.com/img_4795.png,https://memett-original.s3.amazonaws.com/img_4971.png,The meme(s) view Ben Davis with a negative sentiment because its/his/her/their response to National Service obligations is/are seen as flippant and dismissive.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6478.png,https://memett-original.s3.amazonaws.com/img_6478.png,https://memett-original.s3.amazonaws.com/img_6716.png,https://memett-original.s3.amazonaws.com/img_5731.png,"The meme(s) view Singapore Press Holdings (SPH) with a negative sentiment because its/his/her/their organizational reputation is/are seen as deteriorating, superficial, and pretentious, prioritizing sensationalism over professionalism.",1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6788.png,https://memett-original.s3.amazonaws.com/img_5347.png,https://memett-original.s3.amazonaws.com/img_6788.png,https://memett-original.s3.amazonaws.com/img_5196.png,The meme(s) view exploitative and racially tone-deaf bosses with a negative sentiment because its/his/her/their racial stereotyping arrogance is/are seen as unethical and ignorant.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4606.png,https://memett-original.s3.amazonaws.com/img_4715.png,https://memett-original.s3.amazonaws.com/img_4359.png,https://memett-original.s3.amazonaws.com/img_4606.png,The meme(s) view contact tracing and gathering restrictions with a positive sentiment because its/his/her/their burden-reducing policy changes is/are seen as welcome and long overdue.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6841.png,https://memett-original.s3.amazonaws.com/img_6900.png,https://memett-original.s3.amazonaws.com/img_6841.png,https://memett-original.s3.amazonaws.com/img_6024.png,The meme(s) view the Jun Jie name phenomenon with a neutral sentiment because its/his/her/their official and societal recognition is/are seen as humorously fabricated.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6083.png,https://memett-original.s3.amazonaws.com/img_5949.png,https://memett-original.s3.amazonaws.com/img_6629.png,https://memett-original.s3.amazonaws.com/img_6083.png,The meme(s) view Singapore's media industry with a negative sentiment because its/his/her/their media integrity is/are seen as compromised and self-serving.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5563.png,https://memett-original.s3.amazonaws.com/img_4965.png,https://memett-original.s3.amazonaws.com/img_6329.png,https://memett-original.s3.amazonaws.com/img_5563.png,The meme(s) view Uncle Raymond with a neutral sentiment because its/his/her/their involvement in cultural events is/are seen as comedically fitting and contemporary.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5072.png,https://memett-original.s3.amazonaws.com/img_5023.png,https://memett-original.s3.amazonaws.com/img_6059.png,https://memett-original.s3.amazonaws.com/img_5072.png,The meme(s) view racially reserved presidency policy with a negative sentiment because its/his/her/their Ethnicity-based electoral reservation mechanism is/are seen as unfair exclusion.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4651.png,https://memett-original.s3.amazonaws.com/img_5388.png,https://memett-original.s3.amazonaws.com/img_6528.png,https://memett-original.s3.amazonaws.com/img_4651.png,The meme(s) view Singapore's wealth and rising number of millionaires with a negative sentiment because its/his/her/their collective financial status is/are seen as unrepresentative.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4882.png,https://memett-original.s3.amazonaws.com/img_6817.png,https://memett-original.s3.amazonaws.com/img_4882.png,https://memett-original.s3.amazonaws.com/img_6314.png,The meme(s) view Singlish and Singaporean vernacular with a positive sentiment because its/his/her/their hybrid vernacular is/are seen as distinctively courteous.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4404.png,https://memett-original.s3.amazonaws.com/img_4858.png,https://memett-original.s3.amazonaws.com/img_4404.png,https://memett-original.s3.amazonaws.com/img_5417.png,The meme(s) view persistent users of the 'Is it because I'm Chinese' meme with a negative sentiment because its/his/her/their humorous application is/are seen as unoriginal and cheap.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4875.png,https://memett-original.s3.amazonaws.com/img_4875.png,https://memett-original.s3.amazonaws.com/img_4617.png,https://memett-original.s3.amazonaws.com/img_4659.png,The meme(s) view female National Service conscription debates with a negative sentiment because its/his/her/their contradictory reasoning and decision-making is/are seen as illogical and hypocritical.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5572.png,https://memett-original.s3.amazonaws.com/img_5572.png,https://memett-original.s3.amazonaws.com/img_5452.png,https://memett-original.s3.amazonaws.com/img_5704.png,"The meme(s) view healthcare and science professionals with a positive sentiment because its/his/her/their frontline sacrifices is/are seen as ""heroically honorable and authoritative"".",1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4778.png,https://memett-original.s3.amazonaws.com/img_4743.png,https://memett-original.s3.amazonaws.com/img_4778.png,https://memett-original.s3.amazonaws.com/img_4294.png,"The meme(s) view CPF retirement utilization with a negative sentiment because its/his/her/their practicality of CPF retirement amounts relative to the S$500,000 benchmark is/are seen as unrealistically inadequate.",1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5551.png,https://memett-original.s3.amazonaws.com/img_5667.png,https://memett-original.s3.amazonaws.com/img_4690.png,https://memett-original.s3.amazonaws.com/img_5551.png,The meme(s) view BTO deposit forfeitures in relationship dissolutions with a negative sentiment because its/his/her/their Emotional-Financial Equilibrium in Deposit Forfeiture is/are seen as problematically balanced.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4187.png,https://memett-original.s3.amazonaws.com/img_5294.png,https://memett-original.s3.amazonaws.com/img_6141.png,https://memett-original.s3.amazonaws.com/img_4187.png,The meme(s) view Vivian Balakrishnan's political conduct with a negative sentiment because its/his/her/their Strategic linguistic framing is/are seen as self-defeating.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5029.png,https://memett-original.s3.amazonaws.com/img_6290.png,https://memett-original.s3.amazonaws.com/img_5029.png,https://memett-original.s3.amazonaws.com/img_5591.png,The meme(s) view NTUC staff and workers during the Circuit Breaker extension with a negative sentiment because its/his/her/their work conditions during the Circuit Breaker extension is/are seen as chaotic and burdensome.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6221.png,https://memett-original.s3.amazonaws.com/img_6221.png,https://memett-original.s3.amazonaws.com/img_5610.png,https://memett-original.s3.amazonaws.com/img_6668.png,The meme(s) view young people (YPs) with a negative sentiment because its/his/her/their social territoriality is/are seen as excessively controlling and confrontational.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5549.png,https://memett-original.s3.amazonaws.com/img_6486.png,https://memett-original.s3.amazonaws.com/img_4165.png,https://memett-original.s3.amazonaws.com/img_5549.png,The meme(s) view Singaporean Boomers with a negative sentiment because its/his/her/their sociopolitical attitudes is/are seen as self-serving and inconsistent.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5620.png,https://memett-original.s3.amazonaws.com/img_5620.png,https://memett-original.s3.amazonaws.com/img_6886.png,https://memett-original.s3.amazonaws.com/img_6097.png,The meme(s) view ill-advised career advice with a negative sentiment because its/his/her/their practicality is/are seen as context-ignorant and futile.,1,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5078.png,https://memett-original.s3.amazonaws.com/img_6029.png,https://memett-original.s3.amazonaws.com/img_5078.png,https://memett-original.s3.amazonaws.com/img_5587.png,The meme(s) view Heng Swee Keat with a negative sentiment because its/his/her/their Statesmanlike Contributions is/are seen as hollow.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_7006.png,https://memett-original.s3.amazonaws.com/img_7006.png,https://memett-original.s3.amazonaws.com/img_5647.png,https://memett-original.s3.amazonaws.com/img_6345.png,The meme(s) view Singapore's model of racial equality and harmony with a negative sentiment because its/his/her/their systematic political inclusion is/are seen as insincere and inadequate.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5354.png,https://memett-original.s3.amazonaws.com/img_6645.png,https://memett-original.s3.amazonaws.com/img_6525.png,https://memett-original.s3.amazonaws.com/img_5354.png,The meme(s) view Singaporean arts and cultural institutions with a negative sentiment because its/his/her/their organizational sustainability is/are seen as failed.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5712.png,https://memett-original.s3.amazonaws.com/img_5712.png,https://memett-original.s3.amazonaws.com/img_4445.png,https://memett-original.s3.amazonaws.com/img_6046.png,The meme(s) view Singaporean National Service ORD milestone with a neutral sentiment because its/his/her/their achievement-related sentiments and behaviors is/are seen as ambivalent.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4987.png,https://memett-original.s3.amazonaws.com/img_4465.png,https://memett-original.s3.amazonaws.com/img_4987.png,https://memett-original.s3.amazonaws.com/img_4663.png,The meme(s) view Singaporean NSFs with a negative sentiment because its/his/her/their attitude towards completing National Service is/are seen as apathetic.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6772.png,https://memett-original.s3.amazonaws.com/img_4315.png,https://memett-original.s3.amazonaws.com/img_4318.png,https://memett-original.s3.amazonaws.com/img_6772.png,The meme(s) view Singaporean National Service with a negative sentiment because its/his/her/their nature is/are seen as overly regimented and restrictive.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4760.png,https://memett-original.s3.amazonaws.com/img_4562.png,https://memett-original.s3.amazonaws.com/img_4954.png,https://memett-original.s3.amazonaws.com/img_4760.png,The meme(s) view Singaporean National Service experiences and culture with a neutral sentiment because its/his/her/their lived experiences is/are seen as pragmatically humorous.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5633.png,https://memett-original.s3.amazonaws.com/img_6491.png,https://memett-original.s3.amazonaws.com/img_4208.png,https://memett-original.s3.amazonaws.com/img_5633.png,The meme(s) view the Singaporean government with a negative sentiment because its/his/her/their Ethnic Representation and Meritocratic Elitism is/are seen as racially discriminatory.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5133.png,https://memett-original.s3.amazonaws.com/img_5133.png,https://memett-original.s3.amazonaws.com/img_4928.png,https://memett-original.s3.amazonaws.com/img_5893.png,The meme(s) view Singapore's GST and fuel price hikes with a negative sentiment because its/his/her/their economic impact and rationale is/are seen as exploitative and economically detrimental.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5578.png,https://memett-original.s3.amazonaws.com/img_4409.png,https://memett-original.s3.amazonaws.com/img_5578.png,https://memett-original.s3.amazonaws.com/img_5544.png,The meme(s) view internet meme culture with a neutral sentiment because its/his/her/their absurdist lens is/are seen as deliberately absurd.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5300.png,https://memett-original.s3.amazonaws.com/img_5375.png,https://memett-original.s3.amazonaws.com/img_6051.png,https://memett-original.s3.amazonaws.com/img_5300.png,The meme(s) view institutional authority figures with a negative sentiment because its/his/her/their authoritarian control is/are seen as deceptively harsh and damaging.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_4592.png,https://memett-original.s3.amazonaws.com/img_4616.png,https://memett-original.s3.amazonaws.com/img_4252.png,https://memett-original.s3.amazonaws.com/img_4592.png,The meme(s) view Singaporean NS complaining culture with a neutral sentiment because its/his/her/their coping mechanism is/are seen as relatable and humorously exhausted.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_5488.png,https://memett-original.s3.amazonaws.com/img_5392.png,https://memett-original.s3.amazonaws.com/img_5488.png,https://memett-original.s3.amazonaws.com/img_5702.png,The meme(s) view Singaporean passport with a negative sentiment because its/his/her/their global travel affordability is/are seen as negated by external factors.,2,TotalDefMeme
https://memett-original.s3.amazonaws.com/img_6602.png,https://memett-original.s3.amazonaws.com/img_6016.png,https://memett-original.s3.amazonaws.com/img_4466.png,https://memett-original.s3.amazonaws.com/img_6602.png,The meme(s) view non-commissioned officers in the Singapore Armed Forces with a negative sentiment because its/his/her/their Administrative and Hierarchical Responsibilities is/are seen as overwhelmingly burdensome.,2,TotalDefMeme
